,H100,H101,H102,H103,H104,H105,H106,H107,H108,H109,H110,H111,H112,H113,H114,H115,H116,H117,H118,H119,H120,H121,H122,H123,H124,H125,H126,H127,H128,H129,H130,H131,H132,H133,H134,H135,H136,H137,H138,H139,H140,H141,H142,H143,H144,H145,H146,H147,H148,H149,H150,H151,H152,H153,H154,H155,H156,H157,H158,H159,H160,H161,H162,H163,H164,H165,H166,H167,H168,H169,H170,H171,H172,H173,H174,H175,H176,H177,H178,H179,H180,H041,H042,H043,H044,H045,H046,H047,H048,H049,H050,H051,H052,H053,H054,H055,H056,H057,H058,H059,H060,H061,H062,H063,H064,H065,H066,H067,H068,H069,H070,H071,H072,H073,H074,H075,H076,H077,H078,H079,H080,H081,H082,H083,H084,H085,H086,H087,H088,H089,H090,H091,H092,H093,H094,H095,H096,H097,H098,H099,taxonomy,otu,old name,new_name,acc,%id,,,,,taxonomy,acc,%identity
Otu2712,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Pezizomycetes;Pezizales;Tuberaceae,Otu2712,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Pezizomycetes;Pezizales;Tuberaceae,#N/A,#N/A,#N/A,,,,Otu2673,d__Eukaryota; sg__Opisthokonta; p__Metazoa; c__Tardigrada; o__Tardigrada_X; f__Tardigrada_XX; g__Hypsibius; s__Hypsibius+convergens,FJ435725,97.02
Otu1668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;SAR;Alveolata,Otu1668,Eukaryota;SAR;Alveolata,d__Eukaryota; sg__Alveolata; p__Perkinsea; c__Perkinsida; o__Perkinsida_X; f__Parvilucifera-group; g__Parvilucifera-group_X; s__Parvilucifera-group_X+sp.,DQ244034,94.29,,,,Otu2696,d__Eukaryota; sg__Opisthokonta; p__Metazoa; c__Arthropoda; o__Chelicerata; f__Arachnida; g__Paikiniana; s__Paikiniana+sp.,GU338495,95.93
Otu1919,1,5,12,0,0,0,5,0,0,1,2,0,0,2,0,1,0,0,0,1,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,3,0,1,0,2,1,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,3,1,1,0,0,0,2,1,0,0,1,0,0,0,1,0,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,3,8,11,0,2,0,0,0,Eukaryota;SAR;Rhizaria;Cercozoa;Imbricatea;Silicofilosea;Euglyphida;Euglyphidae,Otu1919,Eukaryota;SAR;Rhizaria;Cercozoa;Imbricatea;Silicofilosea;Euglyphida;Euglyphidae,d__Eukaryota; sg__Rhizaria; p__Cercozoa; c__Imbricatea; o__Euglyphida; f__Euglyphidae; g__Euglypha; s__Euglypha+tuberculata,AJ418787,98.25,,,,Otu2737,d__Eukaryota; sg__Opisthokonta; p__Metazoa; c__Nematoda; o__Enoplea; f__Enoplea_X; g__Enoplea_XX; s__Enoplea_XX+sp.,AJ875124,98.27
Otu879,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2,0,1,1,0,0,0,1,3,0,1,0,4,2,0,3,1,0,2,0,0,3,0,0,0,0,2,0,2,2,1,0,2,0,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Eukaryota;SAR;Stramenopiles;Labyrinthulomycetes;Sorodiplophrys,Otu879,Eukaryota;SAR;Stramenopiles;Labyrinthulomycetes;Sorodiplophrys,#N/A,#N/A,#N/A,,,,Otu2755,d__Eukaryota; sg__Opisthokonta; p__Metazoa; c__Nematoda; o__Chromadorea; f__Chromadorea_X; g__Basiria; s__Basiria+sp.,KJ869354,92.26
Otu587,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;SAR;Rhizaria;Cercozoa;Thecofilosea,Otu587,Eukaryota;SAR;Rhizaria;Cercozoa;Thecofilosea,d__Eukaryota; sg__Rhizaria; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Rhogostomidae; g__Rhogostomidae_X; s__Rhogostomidae_X+sp.,EF023812,91.01,,,,Otu2785,d__Eukaryota; sg__Opisthokonta; p__Metazoa; c__Nematoda; o__Chromadorea; f__Chromadorea_X; g__Ottolenchus; s__Ottolenchus+discrepans,AY284590,96.73
Otu772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,8,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Mamiellophyceae;Mamiellales,Otu772,Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Mamiellophyceae;Mamiellales,#N/A,#N/A,#N/A,,,,Otu2796,d__Eukaryota; sg__Opisthokonta; p__Metazoa; c__Nematoda; o__Chromadorea; f__Chromadorea_X; g__Aphelenchoides; s__Aphelenchoides+sp.,EU287589,88
Otu86,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,18,0,1,0,3,1,0,0,0,0,49,0,63,0,0,60,7,1,1,1,14,5,0,29,72,4,23,26,44,5,4,0,0,72,0,13,46,1,0,1,0,0,0,3,0,1,0,0,0,1,0,0,7,8,30,0,0,Eukaryota;SAR;Alveolata;Ciliophora;Intramacronucleata;Spirotrichea;Hypotrichia;Meseres;Meseres corlissi,Otu86,Eukaryota;SAR;Alveolata;Ciliophora;Intramacronucleata;Spirotrichea;Hypotrichia;Meseres;Meseres corlissi,d__Eukaryota; sg__Alveolata; p__Ciliophora; c__Spirotrichea; o__Hypotrichia; f__Halteriidae; g__Halteria; s__Halteria+grandinella,AY007442,97.71,,,,Otu2845,d__Eukaryota; sg__Opisthokonta; p__Metazoa; c__Urochordata; o__Urochordata_X; f__Ascidiacea; g__Ciona; s__Ciona+savignyi,AC137268,95.91
Otu2413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;SAR;Rhizaria;Retaria;Foraminifera;Globothalamea;Rotaliida,Otu2413,Eukaryota;SAR;Rhizaria;Retaria;Foraminifera;Globothalamea;Rotaliida,#N/A,#N/A,#N/A,,,,Otu2859,d__Eukaryota; sg__Opisthokonta; p__Metazoa; c__Arthropoda; o__Hexapoda; f__Insecta; g__Mayetiola; s__Mayetiola+destructor,AEGA01003239,96.57
Otu1077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,Eukaryota;Amoebozoa,Otu1077,Eukaryota;Amoebozoa,d__Eukaryota; sg__Amoebozoa; p__Lobosa; c__Lobosa-G1; o__Lobosa-G1_X; f__Lobosa-G1_XX; g__Lobosa-G1_XXX; s__Lobosa-G1_XXX+sp.,FN562420,95.43,,,,Otu2864,d__Eukaryota; sg__Opisthokonta; p__Metazoa; c__Arthropoda; o__Hexapoda; f__Collembola; g__Sminthurinus; s__Sminthurinus+bimaculatus,AY555522,95.35
Otu524,0,3,0,0,2,9,0,2,0,0,0,9,3,5,1,2,1,0,0,2,1,2,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;SAR;Rhizaria;Cercozoa;Glissomonadida;Heteromita,Otu524,Eukaryota;SAR;Rhizaria;Cercozoa;Glissomonadida;Heteromita,d__Eukaryota; sg__Rhizaria; p__Cercozoa; c__Sarcomonadea; o__Glissomonadida; f__Glissomonadida_X; g__Glissomonadida_XX; s__Glissomonadida_XX+sp.,KC672643,93.33,,,,Otu2878,d__Eukaryota; sg__Opisthokonta; p__Metazoa; c__Platyhelminthes; o__Monogenea; f__Polyopisthocotylea; g__Diclidophora; s__Diclidophora+minor,AF382070,96.51
Otu655,6,0,0,0,0,0,1,0,11,0,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,11,0,1,0,0,0,0,0,0,0,0,0,Eukaryota;Cryptophyceae,Otu655,Eukaryota;Cryptophyceae,#N/A,#N/A,#N/A,,,,Otu2887,d__Eukaryota; sg__Opisthokonta; p__Metazoa; c__Arthropoda; o__Hexapoda; f__Insecta; g__Lygus; s__Lygus+hesperus,U06476,97.67
Otu2799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniphycidae,Otu2799,Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniphycidae,d__Eukaryota; sg__Alveolata; p__Dinophyta; c__Dinophyceae; o__Dinophyceae_X; f__Dinophyceae_XX; g__Azadinium; s__Azadinium+polongum,JX559886,90.96,,,,Otu2897,d__Eukaryota; sg__Opisthokonta; p__Metazoa; c__Arthropoda; o__Hexapoda; f__Insecta; g__Corylophidae; s__Corylophidae+gen.,JX844993,89.94
Otu333,0,0,6,0,2,0,1,0,3,0,0,3,0,2,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,2,2,1,2,0,1,0,0,3,0,2,2,3,0,1,8,0,0,0,1,1,3,0,0,4,0,2,1,0,5,0,0,0,1,0,2,2,4,1,2,1,0,10,0,0,1,0,0,0,14,3,1,0,9,7,6,0,Eukaryota;SAR;Rhizaria;Cercozoa;Glissomonadida,Otu333,Eukaryota;SAR;Rhizaria;Cercozoa;Glissomonadida,d__Eukaryota; sg__Rhizaria; p__Cercozoa; c__Sarcomonadea; o__Glissomonadida; f__Allapsidae; g__Allapsidae_X; s__Allapsidae_X+sp.,AB695472,94.86,,,,Otu2905,d__Eukaryota; sg__Opisthokonta; p__Metazoa; c__Nematoda; o__Chromadorea; f__Chromadorea_X; g__Lelenchus; s__Lelenchus+sp.,JQ365621,98.05
Otu452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,10,1,3,8,0,9,12,5,0,9,21,2,1,1,0,8,3,0,0,0,1,0,0,0,0,0,0,20,0,0,1,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;SAR;Stramenopiles;Peronosporomycetes;Phytophthora,Otu452,Eukaryota;SAR;Stramenopiles;Peronosporomycetes;Phytophthora,d__Eukaryota; sg__Stramenopiles; p__Stramenopiles_X; c__Oomycota; o__Oomycota_X; f__Peronosporales; g__Phytophthora; s__Phytophthora+infestans,AATU01005864,98.29,,,,Otu2951,d__Eukaryota; sg__Opisthokonta; p__Metazoa; c__Arthropoda; o__Hexapoda; f__Collembola; g__Collembola_X; s__Collembola_X+sp.,EF024658,98.8
Otu807,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,3,0,4,0,0,2,1,4,1,1,0,1,0,4,1,1,3,3,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya,Otu807,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya,#N/A,#N/A,#N/A,,,,Otu2955,d__Eukaryota; sg__Opisthokonta; p__Metazoa; c__Nematoda; o__Chromadorea; f__Chromadorea_X; g__Acrobeles; s__Acrobeles+sp.,DQ275360,93.79
Otu589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,2,0,0,3,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Cryptomycota,Otu589,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Cryptomycota,#N/A,#N/A,#N/A,,,,Otu2987,d__Eukaryota; sg__Opisthokonta; p__Metazoa; c__Arthropoda; o__Hexapoda; f__Collembola; g__Lepidocyrtus; s__Lepidocyrtus+paradoxus,U61301,95.35
Otu49,76,34,32,52,25,47,11,54,70,10,3,50,52,16,37,6,17,18,86,12,45,9,21,20,20,19,27,32,10,16,4,13,27,12,11,8,23,17,8,15,6,14,12,4,23,20,13,30,26,24,19,8,6,30,27,5,13,18,14,19,19,11,35,10,13,21,17,11,2,6,16,17,6,10,39,19,19,8,3,6,8,72,30,44,52,33,50,47,83,60,31,55,46,48,37,47,43,32,23,40,61,56,25,31,67,18,71,63,37,36,46,53,44,25,22,36,63,69,52,41,14,29,21,49,15,21,23,64,13,2,6,29,6,18,15,9,42,77,38,15,Eukaryota;SAR;Rhizaria;Cercozoa,Otu49,Eukaryota;SAR;Rhizaria;Cercozoa,d__Eukaryota; sg__Rhizaria; p__Cercozoa; c__Sarcomonadea; o__Glissomonadida; f__Allapsidae; g__Group-Te; s__Group_Te+sp.,EF024447,100,,,,Otu2988,d__Eukaryota; sg__Opisthokonta; p__Metazoa; c__Arthropoda; o__Hexapoda; f__Protura; g__Acerentulus; s__Acerentulus+traegardhi,AF173233,94.12
Otu1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6,2,0,0,2,0,5,0,1,3,4,3,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;SAR,Otu1002,Eukaryota;SAR,d__Eukaryota; sg__Stramenopiles; p__Stramenopiles_X; c__Oomycota; o__Oomycota_X; f__Oomycota_XX; g__Oomycota_XXX; s__Oomycota_XXX+sp.,EF024534,89.14,,,,Otu3013,d__Eukaryota; sg__Opisthokonta; p__Metazoa; c__Arthropoda; o__Chelicerata; f__Arachnida; g__Pergamasus; s__Pergamasus+canestrinii,AY620934,96.57
Otu1823,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Eukaryota;SAR;Stramenopiles,Otu1823,Eukaryota;SAR;Stramenopiles,d__Eukaryota; sg__Stramenopiles; p__Stramenopiles_X; c__Bicoecea; o__Pseudodendromonadales; f__Pseudodendromonadales_X; g__Adriamonas; s__Adriamonas+peritocrescens,AF243501,90.53,,,,Otu3048,d__Eukaryota; sg__Opisthokonta; p__Metazoa; c__Urochordata; o__Urochordata_X; f__Ascidiacea; g__Ciona; s__Ciona+savignyi,AC137268,96.49
Otu3034,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Opisthokonta,Otu3034,Eukaryota;Opisthokonta,#N/A,#N/A,#N/A,,,,Otu3096,d__Eukaryota; sg__Opisthokonta; p__Metazoa; c__Arthropoda; o__Chelicerata; f__Arachnida; g__Paikiniana; s__Paikiniana+sp.,GU338495,96
Otu635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Eukaryota;SAR;Rhizaria;Cercozoa,Otu635,Eukaryota;SAR;Rhizaria;Cercozoa,d__Eukaryota; sg__Rhizaria; p__Cercozoa; c__Granofilosea; o__Granofilosea_X; f__Novel-Gran-234; g__Novel-Gran-234_X; s__Novel-Gran-234_X+sp.,DQ310233,90.64,,,,Otu3144,d__Eukaryota; sg__Opisthokonta; p__Metazoa; c__Nematoda; o__Chromadorea; f__Chromadorea_X; g__Filenchus; s__Filenchus+misellus,KJ869308,95.45
Otu1640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Eukaryota;SAR,Otu1640,Eukaryota;SAR,d__Eukaryota; sg__Rhizaria; p__Cercozoa; c__Imbricatea; o__Krakenida; f__Krakenidae; g__Kraken; s__Kraken+sp.,AB695519,93.89,,,,Otu3153,d__Eukaryota; sg__Opisthokonta; p__Metazoa; c__Nematoda; o__Chromadorea; f__Chromadorea_X; g__Filenchus; s__Filenchus+misellus,KJ869308,98.06
Otu130,1,0,2,24,22,0,1,0,0,1,2,7,1,5,1,12,18,5,6,0,4,2,4,1,3,0,2,0,1,1,3,7,8,4,2,2,1,11,3,0,0,0,0,21,1,1,2,1,1,6,11,1,0,4,4,0,8,2,3,0,0,2,1,13,1,4,1,16,2,0,5,2,1,14,1,3,1,2,17,53,2,4,6,8,9,4,10,3,4,13,12,2,5,1,1,4,2,3,1,13,8,11,36,0,6,50,6,12,12,9,1,3,11,18,12,2,5,12,8,9,13,0,7,1,18,0,20,0,1,0,5,0,8,14,3,6,0,1,12,0,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Dothideomycetes;Pleosporales,Otu130,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Dothideomycetes;Pleosporales,#N/A,#N/A,#N/A,,,,Otu3173,d__Eukaryota; sg__Opisthokonta; p__Metazoa; c__Arthropoda; o__Chelicerata; f__Arachnida; g__Oecobius; s__Oecobius+sp.,FJ607505,96.57
Otu1467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Otu1467,Eukaryota,d__Eukaryota; sg__Hacrobia; p__Centroheliozoa; c__Centroheliozoa_X; o__Pterocystida; f__Pterocystidae; g__Chlamydaster; s__Chlamydaster+sterni,AF534709,94.32,,,,Otu3205,d__Eukaryota; sg__Opisthokonta; p__Metazoa; c__Nematoda; o__Chromadorea; f__Chromadorea_X; g__Pratylenchus; s__Pratylenchus+convallariae,FJ969136,95.93
Otu295,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,2,1,4,8,9,0,0,2,1,5,2,7,0,0,4,16,2,1,0,5,2,6,0,0,5,2,2,1,0,11,0,0,1,1,11,16,7,1,11,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,5,1,3,0,Eukaryota;SAR;Stramenopiles;Labyrinthulomycetes;Sorodiplophrys,Otu295,Eukaryota;SAR;Stramenopiles;Labyrinthulomycetes;Sorodiplophrys,#N/A,#N/A,#N/A,,,,Otu3209,d__Eukaryota; sg__Opisthokonta; p__Metazoa; c__Arthropoda; o__Chelicerata; f__Arachnida; g__Liodes; s__Liodes+sp.,AF022035,97.18
Otu2336,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,3,0,0,0,0,0,4,2,0,0,3,0,2,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;SAR;Rhizaria;Cercozoa,Otu2336,Eukaryota;SAR;Rhizaria;Cercozoa,#N/A,#N/A,#N/A,,,,Otu3226,d__Eukaryota; sg__Opisthokonta; p__Metazoa; c__Arthropoda; o__Chelicerata; f__Arachnida; g__Tectocepheus; s__Tectocepheus+sarekensis,EF093777,97.66
